date,VIX_cboe,SMB_fama,HML_fama,MKT_fama,MOM_fama,STR_fama,RVAR_fama,BAB_aqr,QMJ_aqr,Term_Spread_fred,Credit_Spread_fred,Treasury_10yr_fred,Tbill_3mo_fred,Oil_Price_fred,Dollar_Index_fred,TED_Spread_fred,Skew_cboe,CF_Leverage_fred,TS_MOM_aqr,MOM_CM_aqr,MOM_EQ_aqr,MOM_FI_aqr,MOM_FX_aqr,HMLD_aqr,ECU_epu,MACVOL_fred,Bullish_Aver_aaii,Neutral_Aver_aaii,Bearish_Aver_aaii,Spread_Aver_aaii,BB_Ratio_Aver_aaii,MAVB_8week_aaii,MACVOL_annualized_fred
1990-11,28.059999465942383,-0.7,0.12,0.79,-0.3,0.64,8.32,-5.12,-0.87,1.29,2.16,8.57,7.28,-10.286729231488025,-0.851747559624183,1.01,122.650002,0.3666652592665568,-0.57,-2.7,4.8,0.3,1.5,-0.22,228.48803557837005,6.27394,0.18,0.3419999999999999,0.478,-0.2979999999999999,0.3765690376569037,0.1837499999999999,8.139375990600167
1990-12,30.25,-0.19,-0.26,0.68,-0.3,-1.03,0.58,-1.24,2.16,0.94,2.25,8.22,7.28,-12.23153446493306,1.7797334674377607,1.26,126.57,0.3195001540321231,0.83,-0.4,-2.6,0.2,0.2,-1.56,165.64935790156156,6.356,0.2575,0.32,0.4225,-0.1649999999999999,0.6094674556213018,0.205625,7.487868278379003
1991-01,22.290000915527344,0.59,0.82,-0.95,-1.42,1.34,10.68,-6.13,-0.97,1.31,2.42,7.97,6.66,-7.235526203637132,-0.6956899831512708,1.1,121.650002,0.2798787133860952,-0.33,-6.8,-0.4,1.1,0.9,1.13,303.30498256662577,10.36649,0.25,0.3025,0.4475,-0.1975,0.5586592178770949,0.2440625,9.185750336361401
1991-02,26.6200008392334,1.07,0.32,-0.03,-1.31,0.03,14.72,1.55,-3.27,1.74,2.33,7.91,6.17,-22.21058416774913,-1.5207905224872031,1.06,116.370003,0.2444763455135993,-2.15,2.7,-4.0,-0.5,-2.6,2.99,211.7308092709526,9.54938,0.42,0.2675,0.3125,0.1074999999999999,1.344,0.289375,9.806921716444137
1991-03,21.040000915527344,-0.15,-0.16,0.86,-0.7,-0.09,8.13,1.42,-0.54,1.85,2.04,8.12,6.27,4.258060833817456,5.031590328635427,0.85,105.669998,0.2189680004128373,-1.9,-0.7,3.0,0.3,-7.4,-1.0,150.28243524769016,6.06055,0.488,0.24,0.2719999999999999,0.2159999999999999,1.7941176470588238,0.4244999999999999,9.307720116339397
1991-04,21.229999542236328,0.64,-0.16,-0.85,-0.03,0.2,-0.06,4.84,0.04,2.13,1.95,8.07,5.94,-2.433058197377247,1.7686610152573443,0.61,109.059998,0.2064249378789229,3.35,8.7,-1.9,0.7,-0.7,0.85,190.07772828435583,5.86079,0.4875,0.3025,0.21,0.2774999999999999,2.321428571428571,0.4937499999999999,8.601815090439288
1991-05,17.420000076293945,-0.49,0.06,1.21,0.51,0.67,3.28,1.24,-0.4,2.3,1.8,8.01,5.71,8.000236396531824,0.6964927207411487,0.52,117.199997,0.207776041984309,-0.76,0.3,1.1,0.6,-0.8,-0.64,110.36145062840107,5.0129,0.398,0.346,0.256,0.1419999999999999,1.5546875,0.4469999999999999,7.744404096384691
1991-06,17.770000457763672,0.46,0.43,-0.29,-0.55,0.23,-6.87,2.59,2.42,2.35,1.73,8.14,5.79,-10.256948626147857,1.9188296676344363,0.53,114.980003,0.2165144328881257,0.87,-1.6,3.1,-1.2,3.3,1.42,69.92829715879125,5.15729,0.4125,0.3625,0.225,0.1875,1.8333333333333333,0.4209374999999999,6.823938354269675
1991-07,16.8700008392334,-1.11,-0.39,1.62,0.7,0.72,5.46,0.32,0.13,2.5,1.66,8.26,5.76,6.01339084779271,-0.440306971335147,0.61,111.5,0.2264663154421503,-2.52,-1.5,5.7,0.6,-2.0,-2.36,121.47716638171792,5.48444,0.3275,0.4275,0.245,0.0824999999999999,1.336734693877551,0.38375,6.038391041732286
1991-08,18.63999938964844,0.24,-0.17,-0.12,0.0,-0.07,4.59,1.35,0.11,2.48,1.61,8.2,5.72,1.3577175866163582,-1.246615725700595,0.45,115.360001,0.2368732573650029,3.45,4.2,0.4,0.2,0.7,-1.73,105.12530008333631,4.77866,0.3379999999999999,0.38,0.282,0.056,1.198581560283688,0.33275,6.32631032476205
1991-09,15.470000267028809,0.08,0.12,-0.8,-0.22,0.6,-0.38,2.87,-1.01,2.3,1.76,7.81,5.51,7.127824068613653,-1.6690830817372992,0.41,112.129997,0.2476867815417912,2.55,0.5,0.4,2.1,-3.0,-0.41,148.45563307212385,3.63762,0.355,0.39,0.255,0.0999999999999999,1.392156862745098,0.34625,6.94092774608108
1991-10,16.56999969482422,-0.1,-0.61,0.27,0.46,0.17,3.67,2.17,-0.53,2.2,1.97,7.45,5.25,-0.0389460560577759,-1.352262306015728,0.53,109.629997,0.2506266839933257,0.63,-3.4,2.2,3.0,1.1,-0.67,175.48339217690162,4.84231,0.3375,0.3349999999999999,0.3275,0.0099999999999999,1.0305343511450382,0.35625,6.776439814031473
1991-11,14.8100004196167,0.15,-0.29,-0.31,-0.08,0.27,-5.45,2.62,3.36,2.59,2.01,7.48,4.89,-3.3141987307172216,-1.7851537410235263,0.5,110.220001,0.2477790444378765,2.89e-05,2.5,2.1,-0.1,-2.1,-1.23,189.32701418452208,6.69197,0.406,0.2799999999999999,0.314,0.0919999999999999,1.2929936305732486,0.3677499999999999,6.799986852591568
1991-12,15.600000381469728,-1.31,-0.64,1.38,0.95,0.33,10.03,-3.29,1.72,2.81,2.1,7.32,4.51,-6.956035451663778,-1.0517646191102623,0.62,113.550003,0.237756791878363,7.51,3.1,2.6,1.3,-6.8,-7.18,240.95962938220333,4.53397,0.3275,0.3175,0.355,-0.0275,0.9225352112676056,0.360625,6.9814156734700115
1992-01,20.18000030517578,0.04,0.56,-0.1,-1.2,2.01,11.39,5.36,-4.48,2.82,2.33,6.78,3.96,-3.55309691907415,0.1172766959775639,0.33,110.93,0.2232433691907605,-1.56,3.6,-1.3,-4.4,3.4,4.48,194.83946426468907,8.71728,0.482,0.238,0.2799999999999999,0.2019999999999999,1.7214285714285718,0.3984999999999999,5.978389002477629
1992-02,18.950000762939453,0.09,0.36,0.25,-0.03,-0.04,3.15,3.87,-1.11,3.4,1.88,7.36,3.96,-5.673316325144151,2.082945557516158,0.35,109.059998,0.2063092183143412,-0.19,-4.3,2.4,0.9,-1.2,3.28,265.3470980895746,4.80313,0.43,0.32,0.25,0.1799999999999999,1.72,0.4525,4.479843299835592
1992-03,18.200000762939453,0.24,0.31,0.09,0.1,-0.04,-5.62,2.41,1.09,3.24,1.83,7.38,4.14,-0.476958938497396,2.5862320461330413,0.22,109.860001,0.2008141027746111,-1.83,1.1,2.2,2.2,-1.1,2.98,132.3269730870358,5.0607,0.435,0.3199999999999999,0.245,0.1899999999999999,1.7755102040816326,0.4390625,4.446310215493295
1992-04,16.8799991607666,-0.57,-0.26,0.02,0.39,0.16,-6.43,-0.33,1.09,3.35,1.75,7.46,4.11,14.139120916725355,-0.4342725786193324,0.3,113.239998,0.2005701534222497,1.97,3.4,5.4,1.1,1.2,5.39,92.97507964589164,4.7493,0.4175,0.3525,0.2299999999999999,0.1874999999999999,1.815217391304348,0.425,4.454592190148993
1992-05,16.479999542236328,0.6,-0.1,-0.45,0.28,0.67,-0.7,1.13,0.34,3.84,1.64,7.56,3.72,3.5889130347593445,-1.1830650679837018,0.43,109.470001,0.1964089404310084,1.26,1.0,2.3,2.1,3.0,1.67,112.22274656343896,3.98947,0.4019999999999999,0.3419999999999999,0.256,0.1459999999999999,1.5703124999999998,0.40925,4.637629450503982
1992-06,16.610000610351562,-0.16,0.0,0.45,0.18,0.33,-6.37,1.62,1.15,3.57,1.71,7.39,3.82,0.0547279608936079,-2.159251578280552,0.31,111.879997,0.1824459675641188,2.5,1.4,5.1,1.7,2.6,3.01,172.083451914537,4.2566,0.365,0.3925,0.2425,0.1224999999999999,1.5051546391752575,0.400625,4.733955700429328
1992-07,14.43000030517578,-0.34,-0.52,1.05,0.48,0.85,3.9,1.34,1.11,3.47,1.9,7.1,3.63,-2.722092635199669,-2.061287165884007,0.39,111.550003,0.1735449437587278,5.35,-0.2,3.1,4.3,2.7,-0.66,232.86259004056896,4.65867,0.254,0.434,0.312,-0.0579999999999999,0.8141025641025641,0.3295,4.73829723321863
1992-08,13.34000015258789,0.07,-0.38,0.24,-0.01,-0.01,-4.01,1.04,3.28,3.47,1.98,6.72,3.25,-2.0030558796207854,-0.8553915684985647,0.27,112.169998,0.1815733794960569,5.05,5.2,-0.3,-0.9,6.0,-0.91,253.2930876715729,3.38153,0.265,0.3675,0.3675,-0.1024999999999999,0.7210884353741497,0.27,5.026027829003562
1992-09,13.829999923706056,-0.18,-0.4,0.45,-0.09,0.17,1.6,1.74,0.79,3.34,2.11,6.56,3.22,2.541425592170921,0.8968717872658072,0.35,115.160004,0.1918896223007238,3.36,3.7,5.6,-1.5,-1.4,-1.21,231.45432653686123,4.17118,0.205,0.3975,0.3974999999999999,-0.1924999999999999,0.5157232704402517,0.2412499999999999,4.901568461620689
1992-10,13.399999618530272,-0.38,0.22,-0.44,0.56,0.1,4.74,-0.44,1.51,3.56,2.39,6.23,2.67,-0.8932466399385164,2.8236222371872843,0.64,110.279999,0.1866697316713501,-0.64,-5.1,0.5,-2.2,-7.1,-3.49,314.06233921475007,4.82487,0.254,0.3219999999999999,0.424,-0.1699999999999999,0.5990566037735848,0.2317499999999999,4.902164983280353
1992-11,16.309999465942383,-0.35,-0.08,0.79,-0.23,0.25,9.79,-0.49,-1.3,3.8,2.14,6.88,3.08,0.3676386919826191,4.361181913045198,0.62,112.099998,0.1674321359485954,1.61,-1.7,-6.8,-2.0,-4.3,-2.47,217.26873975598505,3.56441,0.4425,0.365,0.1925,0.2499999999999999,2.2987012987012987,0.3109375,4.709087353187943
1992-12,16.670000076293945,0.12,0.09,-0.06,-0.18,0.42,2.89,3.43,-0.9,3.54,1.99,6.94,3.4,-4.632605858824935,0.2207017026228941,0.67,110.830002,0.1521399518669162,2.06,0.6,1.0,1.2,-3.0,0.73,129.55844008022905,2.62316,0.495,0.345,0.16,0.335,3.09375,0.4165625,5.160132760254782
1993-01,12.800000190734863,-0.38,0.57,-0.3,-0.37,1.12,2.81,7.9,-3.86,3.41,2.09,6.6,3.19,-1.1368021065901843,1.4433765314336044,0.36,113.900002,0.1336717348708397,2.44,2.9,-3.4,-0.4,1.6,4.04,131.34376754859852,4.06381,0.43,0.366,0.204,0.226,2.1078431372549016,0.46975,2.478048454869663
1993-02,13.359999656677246,-0.55,0.24,0.84,0.72,0.0,-4.53,5.82,-1.74,3.37,2.13,6.38,3.01,12.606306070527683,-0.1019193075475488,0.35,117.110001,0.1102807450463425,5.44,7.3,2.9,1.8,3.5,7.29,115.65978468692292,3.93475,0.4275,0.31,0.2625,0.1649999999999999,1.6285714285714286,0.4424999999999999,2.390003564567543
1993-03,12.329999923706056,0.2,0.05,-0.14,-0.04,0.39,2.29,4.61,-1.32,2.91,2.23,5.94,3.03,-12.056946346583675,-1.1619126888151476,0.25,110.830002,0.0974280544882771,-0.5,6.3,1.1,-2.2,-0.5,0.38,140.87122280981862,2.74963,0.39,0.3375,0.2725,0.1174999999999999,1.4311926605504586,0.40875,2.498390491460112
1993-04,13.600000381469728,0.13,0.31,-0.37,0.19,0.08,-3.31,4.9,-2.52,3.1,2.18,6.06,2.96,13.102311357934138,-2.2583015500892256,0.35,112.330002,0.0974702764915704,-1.1,1.4,-0.3,-0.7,-0.7,3.46,164.27229845455176,2.89038,0.3,0.378,0.3219999999999999,-0.0219999999999999,0.9316770186335404,0.3695,2.5118714260595967
1993-05,13.020000457763672,-0.14,-0.54,0.56,-0.21,0.0,7.26,0.94,-0.95,3.03,2.2,5.96,2.93,-6.916250619758014,-0.1920029403060574,0.32,122.040001,0.1276418072893943,2.92,-1.0,1.7,-1.2,1.5,-2.33,147.0109392257246,2.92761,0.215,0.3925,0.3925,-0.1775,0.5477707006369427,0.28125,2.627391098990532
1993-06,12.899999618530272,-0.5,0.17,0.75,0.39,-0.25,0.37,3.56,-2.16,2.93,2.1,6.07,3.14,-10.755086311304552,0.5199671448674614,0.34,110.550003,0.1422553117625809,1.56,-0.1,-3.7,-0.9,1.2,1.52,133.13805499286255,2.88534,0.265,0.37,0.365,-0.1,0.726027397260274,0.240625,2.651446801777226
1993-07,13.670000076293944,0.51,0.55,-0.22,0.14,-0.13,-0.3,3.58,-1.31,2.74,2.16,5.8,3.06,1.4112725384208158,1.403987877461499,0.32,112.889999,0.1257543273643931,3.2,2.2,-2.3,-1.0,3.4,2.78,157.62146859199564,3.60701,0.22,0.442,0.3379999999999999,-0.1179999999999999,0.6508875739644971,0.236,2.3678444089854755
1993-08,11.510000228881836,-0.18,-0.17,0.4,0.58,-0.1,4.67,2.24,-0.44,2.68,2.03,5.85,3.17,-6.985551416096614,-0.4199157353451777,0.24,114.279999,0.1028856393584132,6.83,-1.2,0.1,1.7,-1.9,-0.69,143.28154163486278,4.20783,0.2675,0.3974999999999999,0.335,-0.0674999999999999,0.7985074626865671,0.2387499999999999,2.4763710867976574
1993-09,11.470000267028809,0.27,-0.1,0.03,0.45,0.17,2.82,3.08,-0.18,2.38,1.89,5.46,3.08,5.46596319204129,-0.5232210249572322,0.24,114.970001,0.1040271972252324,-2.18,-5.5,-0.3,-1.5,-2.8,-0.76,181.5507259068639,2.76763,0.32,0.3425,0.3375,-0.0174999999999999,0.948148148148148,0.2834375,2.4823071435534545
1993-10,11.479999542236328,-0.39,0.27,0.33,0.3,0.29,4.01,3.26,-0.33,2.36,2.02,5.34,2.98,-4.4328961797184485,1.3735450487253331,0.46,113.730003,0.1268974490091121,4.48,6.4,3.4,0.7,1.3,-0.02,114.25615204492472,3.29603,0.3419999999999999,0.344,0.314,0.0279999999999999,1.089171974522293,0.308,1.9531594816674411
1993-11,11.829999923706056,-0.18,-0.33,0.28,0.13,0.06,-2.78,-3.48,1.49,2.38,1.88,5.56,3.18,-0.068858072944844,1.4674173314800365,0.38,118.449997,0.186120845628537,0.85,6.3,-4.1,-1.4,1.0,1.47,166.57247392434957,3.43112,0.365,0.3175,0.3175,0.0475,1.1496062992125984,0.34125,1.9374485133992292
1993-12,11.779999732971191,0.58,-0.26,0.32,0.69,0.66,2.27,1.29,0.19,2.63,1.89,5.82,3.19,-2.8311102390440435,0.7839363273331346,0.38,114.160004,0.2218907013074747,6.19,3.5,6.3,0.5,-0.3,0.49,111.52732786571842,2.1757,0.366,0.336,0.298,0.0679999999999999,1.2281879194630874,0.3675,2.144099232778222
1994-01,13.829999923706056,-0.21,0.39,-0.45,-1.2,0.9,4.46,3.5,-2.48,2.76,1.9,5.92,3.16,-14.753181504617974,0.2628203444191568,0.29,115.440002,0.2389233701915784,1.13,-2.7,2.5,1.5,-0.7,2.24,93.44471118518784,4.34245,0.4175,0.2875,0.295,0.1224999999999999,1.4152542372881354,0.385625,2.274368198223644
1994-02,12.56999969482422,0.33,-0.17,-0.28,-0.06,0.08,-0.48,-1.24,2.73,2.67,1.84,5.77,3.1,10.186889713446432,-0.6521957065586448,0.22,116.349998,0.2502576324089842,-4.76,1.2,-3.7,-0.5,1.5,-1.39,100.7582243015317,3.10673,0.42,0.305,0.275,0.1449999999999999,1.5272727272727271,0.4140625,2.157254333545343
1994-03,10.649999618530272,-0.03,0.1,-0.52,-0.09,0.35,-6.43,-0.81,1.52,2.7,1.72,6.28,3.58,-11.333573978327882,-0.4411297600331987,0.22,123.0,0.2562953788799284,-6.45,-1.5,-3.3,-5.2,-0.7,1.88,117.3656812162286,4.00718,0.2719999999999999,0.374,0.354,-0.082,0.7683615819209039,0.37075,2.2365922372521365
1994-04,15.829999923706056,-0.13,0.0,-1.58,0.07,0.18,-2.45,-1.26,0.49,3.34,1.52,7.16,3.82,22.838296746788387,0.0534419371780892,0.4,118.040001,0.2462746900983147,-0.27,-6.6,-2.1,-0.8,0.9,1.62,127.35559364292244,8.09431,0.275,0.3249999999999999,0.4,-0.1249999999999999,0.6875,0.2853124999999999,5.233527282210009
1994-05,23.8700008392334,0.04,-0.54,0.5,-0.16,0.22,-1.5,0.9,-0.14,2.99,1.46,7.09,4.1,7.369087532953733,-0.7355852910569505,0.36,122.099998,0.2245506875149536,0.45,3.2,-2.4,-0.8,0.0,0.92,158.8365663236554,3.59465,0.3025,0.3325,0.365,-0.0624999999999999,0.8287671232876712,0.283125,5.162963995771856
1994-06,14.109999656677246,-0.09,0.27,0.27,0.13,-0.02,-6.11,1.5,1.47,2.84,1.53,7.12,4.28,-1.5630683636542295,-0.7267721667250315,0.45,116.339996,0.2134509919825107,-1.27,0.1,-2.8,1.0,-0.2,1.95,147.56431115314714,2.41494,0.32,0.414,0.266,0.0539999999999999,1.2030075187969924,0.307,5.273426578938467
1994-07,12.720000267028809,-0.3,0.31,0.42,-0.02,0.62,2.24,-0.74,-0.65,3.02,1.51,7.34,4.32,10.777577712522968,-2.166957346569476,0.74,117.620003,0.213354037752726,-1.96,-1.9,2.7,0.0,1.0,1.86,108.72446057865156,3.5422,0.285,0.38,0.335,-0.0499999999999999,0.8507462686567164,0.3009374999999999,5.2757923218852865
1994-08,14.359999656677246,-0.35,0.1,0.53,-0.19,-0.08,7.9,-2.28,1.78,2.68,1.5,7.13,4.45,-12.9331314224416,0.5054394744289148,0.53,112.190002,0.2298253103708186,1.98,4.3,-1.5,-0.4,0.5,-2.52,191.44015139416152,4.59373,0.295,0.42,0.285,0.01,1.0350877192982455,0.28875,5.326324144475942
1994-09,11.170000076293944,0.1,0.04,-0.49,0.05,0.5,0.34,3.84,1.64,2.52,1.55,7.19,4.67,3.024408072845519,-1.264788136700712,0.45,113.809998,0.2572383369534792,2.76,5.7,-0.6,1.3,-0.4,-2.11,118.66078344403448,2.92689,0.42,0.32,0.26,0.1599999999999999,1.6153846153846154,0.348,5.29557597003644
1994-10,11.859999656677246,-0.31,0.02,-0.27,0.07,0.02,2.53,-2.0,3.12,2.61,1.5,7.66,5.05,-6.458888274785302,-1.1134962386111669,0.77,113.870003,0.3002578669756691,1.65,2.2,0.4,-2.2,1.0,-2.14,115.13562881679948,2.95324,0.375,0.3725,0.2525,0.1224999999999999,1.4851485148514851,0.3903125,5.341622909194964
1994-11,15.4399995803833,0.28,-0.36,-0.77,-0.3,0.02,-3.27,-3.9,2.77,2.69,1.4,7.91,5.22,18.53735139904389,0.8599185711748003,0.54,112.989998,0.3251969969209213,2.22,7.5,-5.2,-0.7,-0.6,-0.03,184.13040850634857,3.45213,0.398,0.3,0.302,0.0959999999999999,1.3178807947019868,0.38425,5.340230301226387
1994-12,14.84000015258789,0.09,0.15,-1.04,0.23,0.2,0.04,-3.06,0.57,2.21,1.31,7.92,5.71,-11.114197354826793,2.0506967760460126,0.7,115.529999,0.3358353779729373,1.85,-0.1,2.3,-1.7,2.3,0.18,146.4350663101281,4.31878,0.3625,0.345,0.2925,0.07,1.2393162393162394,0.3824999999999999,5.066574307089923
1995-01,16.690000534057617,-0.9,0.94,-0.26,-1.17,1.44,0.2,1.29,0.46,1.93,1.29,7.88,5.95,4.500091325348543,-0.3849213902093362,0.97,115.43,0.3278585469062999,0.8,3.7,3.9,1.2,-0.8,2.09,182.7254670416324,5.17012,0.3875,0.3725,0.24,0.1474999999999999,1.6145833333333337,0.3828125,5.203061613630618
1995-02,14.25,-0.02,0.0,0.15,-0.34,0.54,3.56,1.34,-0.39,1.59,1.28,7.66,6.07,3.3354823303917147,-0.9731424550010526,0.41,113.050003,0.3127117941692977,-2.47,-3.8,-5.0,-1.4,0.5,0.87,202.83617972157003,6.53257,0.4025,0.385,0.2125,0.1899999999999999,1.8941176470588237,0.3884374999999999,5.658841572056637
1995-03,11.729999542236328,0.19,-0.23,-0.31,0.31,0.07,3.08,1.22,1.21,1.29,1.49,7.23,5.94,-8.025960630351891,-3.479736491093932,0.49,115.879997,0.3022735766884501,4.19,-2.2,-0.9,4.6,3.7,-1.95,160.97289137941542,3.60247,0.478,0.308,0.214,0.2639999999999999,2.233644859813084,0.4277499999999999,5.696041932642995
1995-04,11.649999618530272,-0.09,-0.06,0.14,-0.1,0.43,1.86,1.31,-0.11,1.2,1.5,7.14,5.94,15.522767925648706,-2.999646136367884,0.61,115.529999,0.2910894371494205,-1.04,3.4,1.6,-0.5,-1.1,1.4,71.17350796554618,3.84118,0.4275,0.26,0.3125,0.1149999999999999,1.368,0.4537499999999999,3.8745459678780554
1995-05,13.5,0.01,0.2,-0.13,0.27,-0.13,1.84,1.44,-0.21,1.18,1.48,7.09,5.91,-1.6161035976416829,0.6364274047790941,0.48,110.599998,0.2785432470597066,1.09,-1.2,2.4,-0.9,-1.4,1.3,95.35938478589505,3.1937,0.43,0.255,0.315,0.1149999999999999,1.3650793650793651,0.4378124999999999,3.930700312883201
1995-06,12.140000343322754,0.24,0.31,0.15,0.26,0.04,8.86,1.84,-0.34,0.53,1.71,6.2,5.67,-12.457468828391171,-0.041210468476549,0.56,108.940002,0.2722255843447067,1.03,-0.2,3.8,2.3,1.1,-3.61,128.2694765077878,5.14201,0.404,0.278,0.318,0.0859999999999999,1.2704402515723272,0.4244999999999999,3.765527997829315
1995-07,12.210000038146973,-0.3,-0.32,0.33,-0.05,0.27,8.51,1.59,-0.54,0.53,1.74,6.21,5.68,2.4406603154323303,0.2047375948613483,0.54,109.510002,0.2763289375536571,-1.45,-3.4,-1.8,-4.4,-2.4,-2.73,74.51015740957423,5.05184,0.4075,0.27,0.3225,0.0849999999999999,1.263565891472868,0.405625,3.8212576587344182
1995-08,11.56999969482422,0.11,0.25,-0.51,-0.08,0.45,1.39,3.44,-2.14,0.89,1.73,6.5,5.61,-4.6318605202454455,3.425173303127771,0.43,112.510002,0.2669024843739493,-1.56,-2.3,-0.7,-0.3,-6.0,1.46,86.58788246192415,2.46649,0.374,0.354,0.272,0.1019999999999999,1.375,0.3957499999999999,4.176866656243224
1995-09,13.5600004196167,-0.08,0.25,0.27,-0.31,0.44,2.65,3.2,0.93,0.77,1.76,6.22,5.45,9.613211835131551,1.718426551875707,0.58,115.349998,0.2395613915746774,4.51,5.8,3.9,1.9,2.7,-1.12,63.60067139207231,2.80089,0.4275,0.3,0.2725,0.1549999999999999,1.5688073394495412,0.3921874999999999,4.215687630574863
1995-10,11.289999961853027,-0.49,0.62,-0.63,-0.1,-0.35,-4.2,-0.39,4.33,0.62,1.7,6.15,5.53,-11.745265468517264,-0.7350970835113713,0.68,112.639999,0.2134713210952074,1.76,-0.5,0.3,-1.4,2.8,-0.7,121.56738407490828,4.05655,0.4325,0.33,0.2375,0.195,1.8210526315789477,0.4134375,4.045260367018768
1995-11,13.949999809265137,-0.3,0.42,0.51,-0.04,0.4,2.96,-1.05,-0.29,0.5,1.73,5.98,5.48,20.060142649672443,0.4750891324120987,0.62,117.290001,0.2107081255463449,3.28,2.0,2.8,0.1,-0.5,-0.36,104.57363984297128,3.70986,0.482,0.296,0.222,0.2599999999999999,2.171171171171171,0.4514999999999999,4.005765300622693
1995-12,13.40999984741211,0.3,0.05,0.13,-0.17,-0.17,-2.71,2.25,-0.94,0.26,1.83,5.71,5.45,-1.9789101293942517,0.8791219430724917,0.54,112.0,0.2117480378496803,1.56,-1.9,-1.8,0.0,1.0,0.52,180.52127878061825,4.2427,0.4825,0.2825,0.235,0.2475,2.0531914893617023,0.4821875,4.003139210065486
